branch	sha12	reason
task/iter-tailmulti-e	6b07e26710e3	exploration-pruned-keep10
task/iter-tasks-c1	ab42e9cc2884	exploration-pruned-keep10
task/iter-test-hive	852a53088e55	merged-into-main
task/iter-unifieden-c1	db640740fe58	exploration-pruned-keep10
task/iter-unifieden-c1-fix	9c23d3d8a693	exploration-pruned-keep10
task/iter-weights-c1	9338434300bc	exploration-pruned-keep10
task/iter-whitebox-c1	73454e2cc92c	exploration-pruned-keep10
task/iter-whitebox-c2	b1efbfe696d3	exploration-pruned-keep10
task/iter-writelimit-c1	ab8cc1736155	exploration-pruned-keep10
task/iter-zhenatoms-c1	e015d50b103b	exploration-pruned-keep10
task/iter-zhenatoms-c1-fix	a2929b37700a	exploration-pruned-keep10
task/t1-compiler1	15eb37ce5a8b	merged-into-main
task/t1-compiler2	eea099413d52	exploration-pruned-keep10
task/t1-compiler2-d1	c75ffbccb7ba	exploration-pruned-keep10
task/t1-compiler2-d2	59847ce5e620	exploration-pruned-keep10
task/t1-compiler2-d3	20becf37c08f	merged-into-main
task/t1-compiler2-d4	800b5e59b790	exploration-pruned-keep10
task/t1-compiler3	74e207dcde07	exploration-pruned-keep10
task/t1-compiler3-d1	6264126c30b2	merged-into-main
task/t1-compiler4	b8bba78127d6	merged-into-main
task/t1-compiler5	8aaa9c7ecec1	exploration-pruned-keep10
task/t1-compiler6	83b5672419a1	exploration-pruned-keep10
task/t1-compiler6-dual	af399e4e388e	exploration-pruned-keep10
task/t1-compiler6-dual-dual	f3e0608a3906	exploration-pruned-keep10
task/t1-compiler6-dual-dual-dual	5deb2588b3cb	exploration-pruned-keep10
task/t1-compiler7	3b220c0f579b	exploration-pruned-keep10
task/t1-compiler7-d1	8f4e1946c2bc	exploration-pruned-keep10
task/t1-compiler7-d2	e865c44d8ccd	exploration-pruned-keep10
task/t1-compiler7-d2-dual	87f5efdcbfa7	exploration-pruned-keep10
task/t1-compiler7-d2-dual-dual	3b9a349fd336	exploration-pruned-keep10
task/t1-compiler7-d2-dual-dual-dual	5229fb0b0291	exploration-pruned-keep10
task/t1-compiler8	b7996c62e771	exploration-pruned-keep10
task/t1-compiler8-dual	8c86bc5be311	exploration-pruned-keep10
task/t2-disasm-truthy	826612e770a0	exploration-pruned-keep10
task/t3-reach	6f291b5855f2	exploration-pruned-keep10
task/t3-reach-r7	182370bbcfc4	exploration-pruned-keep10
task/t3-reach-r8	959d0a37a309	exploration-pruned-keep10
