received_at	verify_id	commit	verdict	receipt_job	iter_id
2026-09-18T06:29:08	iter-112-batch-c112-r2-h1789684148926_35d4	f348923	PASS	h1789684148926_35d4	iter-002-carrier-align
2026-09-18T06:29:08	iter-hive-exec-d3-r2-h1789684148806_639c	142e09b	PASS	h1789684148806_639c	iter-002-carrier-align
2026-09-18T06:29:09	iter-112-batch-c112-fix-d1-r2-h1789684149129_3b60	fdc11fe	PASS	h1789684149129_3b60	iter-002-carrier-align
2026-09-18T06:29:09	iter-112-batch-c112-fix-r2-h1789684149046_612c	37e753a	PASS	h1789684149046_612c	iter-002-carrier-align
2026-09-18T06:29:09	iter-113-batch-c113-fix-r2-h1789684149552_565c	7f9194a	PASS	h1789684149552_565c	iter-002-carrier-align
2026-09-18T06:29:09	iter-113-batch-c113-r2-h1789684149382_6754	d730df8	PASS	h1789684149382_6754	iter-002-carrier-align
2026-09-18T06:29:09	iter-test-hive-r2-h1789684149264_4520	5931a6c	PASS	h1789684149264_4520	iter-002-carrier-align
2026-09-18T06:39:36	iter-113-batch-c113-fix-d1-r2-h1789684776203_5dcc	852a530	PASS	h1789684776203_5dcc	iter-002-carrier-align
2026-09-18T06:39:37	iter-113-batch-c113-fix-d1-d2-r2-h1789684777095_1f90	9c107cf	PASS	h1789684777095_1f90	iter-002-carrier-align
2026-09-18T06:39:37	iter-114-batch-c114-fix-r2-h1789684777721_3a94	79780f3	PASS	h1789684777721_3a94	iter-002-carrier-align
2026-09-18T06:39:37	iter-114-batch-c114-r2-h1789684777443_5ed4	6a75861	PASS	h1789684777443_5ed4	iter-002-carrier-align
2026-09-18T06:39:38	iter-114-batch-c114-fix-d1-d2-r2-h1789684778685_5dd8	1f61c7d	PASS	h1789684778685_5dd8	iter-002-carrier-align
2026-09-18T06:39:38	iter-114-batch-c114-fix-d1-r2-h1789684778086_60b8	abe8b2f	PASS	h1789684778086_60b8	iter-002-carrier-align
2026-09-18T06:39:39	iter-rest-dirs-r2-h1789684779275_56c8	f3c2328	PASS	h1789684779275_56c8	iter-002-carrier-align
2026-09-18T06:39:40	iter-115-batch-c115-r2-h1789684780685_39ac	b765689	PASS	h1789684780685_39ac	iter-002-carrier-align
2026-09-18T06:39:40	iter-rest-dirs-d1-r2-h1789684780315_4ec0	645a44f	PASS	h1789684780315_4ec0	iter-002-carrier-align
2026-09-18T06:39:41	iter-115-batch-c115-fix-r2-h1789684781005_5934	252bed4	PASS	h1789684781005_5934	iter-002-carrier-align
2026-09-18T06:49:14	iter-116-batch-c116-fix-d1-r2-h1789685354843_6250	6edd052	PASS	h1789685354843_6250	iter-002-carrier-align
2026-09-18T06:49:14	iter-116-batch-c116-fix-r2-h1789685354579_64dc	5c2b30a	PASS	h1789685354579_64dc	iter-002-carrier-align
2026-09-18T06:49:14	iter-116-batch-c116-r2-h1789685354392_1f90	98c6e82	PASS	h1789685354392_1f90	iter-002-carrier-align
2026-09-18T06:49:15	iter-113-batch-c113-fix-d1-d2-dual-r2-h1789685355574_5d28	1a15528	PASS	h1789685355574_5d28	iter-002-carrier-align
2026-09-18T06:49:15	iter-117-batch-c117-fix-r2-h1789685355277_5ff4	283551b	PASS	h1789685355277_5ff4	iter-002-carrier-align
2026-09-18T06:49:15	iter-117-batch-c117-r2-h1789685355075_6058	333b878	PASS	h1789685355075_6058	iter-002-carrier-align
2026-09-18T06:58:29	iter-118-batch-c118-r2-h1789685909570_5d50	8bc0b41	PASS	h1789685909570_5d50	iter-002-carrier-align
2026-09-18T06:58:29	iter-119-batch-c119-r2-h1789685909836_3d60	eab788b	PASS	h1789685909836_3d60	iter-002-carrier-align
2026-09-18T06:58:30	iter-117-batch-c117-fix-dual-r2-h1789685910290_1af4	08cf2b3	PASS	h1789685910290_1af4	iter-002-carrier-align
2026-09-18T06:58:30	iter-119-batch-c119-fix-r2-h1789685910060_6308	3531789	PASS	h1789685910060_6308	iter-002-carrier-align
2026-09-18T07:08:27	iter-120-batch-c120-fix-r2-h1789686507421_25e4	cec3f65	PASS	h1789686507421_25e4	iter-002-carrier-align
2026-09-18T07:08:27	iter-120-batch-c120-r2-h1789686507234_4520	0e301dd	PASS	h1789686507234_4520	iter-002-carrier-align
2026-09-18T07:20:08	iter-120-batch-c120-fix-d1-r2-h1789687208966_5c8c	95b61dc	PASS	h1789687208966_5c8c	iter-002-carrier-align
2026-09-18T07:20:10	iter-121-batch-c121-fix-r2-h1789687210639_2b74	43c1c3f	PASS	h1789687210639_2b74	iter-002-carrier-align
2026-09-18T07:20:10	iter-121-batch-c121-r2-h1789687210175_6464	daa4654	PASS	h1789687210175_6464	iter-002-carrier-align
2026-09-18T07:20:11	iter-backlog5-dual-r2-h1789687211236_12e8	1bb1819	PASS	h1789687211236_12e8	iter-002-carrier-align
2026-09-18T07:20:12	iter-122-batch-c122-fix-r2-h1789687212584_1d9c	ac9f1b0	PASS	h1789687212584_1d9c	iter-002-carrier-align
2026-09-18T07:20:12	iter-122-batch-c122-r2-h1789687212071_5c3c	f3decdc	PASS	h1789687212071_5c3c	iter-002-carrier-align
2026-09-18T07:20:13	iter-122-batch-c122-fix-d1-d2-r2-h1789687213609_6028	79664e4	PASS	h1789687213609_6028	iter-002-carrier-align
2026-09-18T07:20:13	iter-122-batch-c122-fix-d1-r2-h1789687213143_2f40	376946b	PASS	h1789687213143_2f40	iter-002-carrier-align
2026-09-18T07:29:11	iter-123-batch-c123-fix-r2-h1789687751480_5098	854a8db	PASS	h1789687751480_5098	iter-002-carrier-align
2026-09-18T07:29:11	iter-123-batch-c123-r2-h1789687751330_5414	5a933d6	PASS	h1789687751330_5414	iter-002-carrier-align
2026-09-18T07:29:11	iter-124-batch-c124-fix-r2-h1789687751938_5e1c	288a81d	PASS	h1789687751938_5e1c	iter-002-carrier-align
2026-09-18T07:29:11	iter-124-batch-c124-r2-h1789687751709_5d90	c1ebd1d	PASS	h1789687751709_5d90	iter-002-carrier-align
2026-09-18T07:29:12	iter-125-batch-c125-r2-h1789687752243_2bd8	3937c59	PASS	h1789687752243_2bd8	iter-002-carrier-align
2026-09-18T07:39:17	iter-121-batch-c121-fix-dual-r2-h1789688357559_5020	94fa5de	PASS	h1789688357559_5020	iter-002-carrier-align
2026-09-18T07:39:17	iter-126-batch-c126-r2-h1789688357998_27c8	94913d4	PASS	h1789688357998_27c8	iter-002-carrier-align
2026-09-18T07:39:18	iter-126-batch-c126-fix-d1-r2-h1789688358851_5bdc	a9dc8ce	PASS	h1789688358851_5bdc	iter-002-carrier-align
2026-09-18T07:39:18	iter-126-batch-c126-fix-r2-h1789688358428_5938	897855a	PASS	h1789688358428_5938	iter-002-carrier-align
2026-09-18T07:39:19	t1-compiler1-r2-h1789688359309_5650	9eca316	PASS	h1789688359309_5650	iter-002-carrier-align
2026-09-18T07:39:20	iter-051(收口核对)-r2-h1789688360671_4da0	558c87c	PASS	h1789688360671_4da0	iter-002-carrier-align
2026-09-18T07:39:20	iter-070-render-r21(收口核对)-r2-h1789688360038_4350	765462b	PASS	h1789688360038_4350	iter-002-carrier-align
2026-09-18T07:48:12	iter-127-batch-c127-r2-h1789688892222_6bf0	3b39489	PASS	h1789688892222_6bf0	iter-002-carrier-align
2026-09-18T07:48:13	iter-127-batch-c127-fix-d1-r2-h1789688893861_6618	d7f75ad	PASS	h1789688893861_6618	iter-002-carrier-align
2026-09-18T07:48:13	iter-127-batch-c127-fix-r2-h1789688893058_1ec8	87fe0e6	PASS	h1789688893058_1ec8	iter-002-carrier-align
2026-09-18T07:48:14	t1-compiler2-r2-h1789688894622_6730	eea0994	PASS	h1789688894622_6730	iter-002-carrier-align
2026-09-18T07:58:52	iter-128-batch-c128-r2-h1789689532605_6060	b231df2	PASS	h1789689532605_6060	iter-002-carrier-align
2026-09-18T07:58:52	iter-129-batch-c129-fix-r2-h1789689532699_4d0c	c769828	PASS	h1789689532699_4d0c	iter-002-carrier-align
2026-09-18T07:58:52	t1-compiler2-d1-r2-h1789689532820_64fc	c75ffbc	PASS	h1789689532820_64fc	iter-002-carrier-align
2026-09-18T07:58:52	t1-compiler2-d2-r2-h1789689532927_689c	59847ce	PASS	h1789689532927_689c	iter-002-carrier-align
2026-09-18T07:58:53	t1-compiler3-r2-h1789689533023_55d0	74e207d	PASS	h1789689533023_55d0	iter-002-carrier-align
2026-09-18T08:12:54	iter-129-batch-c129-fix-d1-r2-h1789690374085_5184	29fb190	PASS	h1789690374085_5184	iter-002-carrier-align
2026-09-18T08:12:54	t1-compiler2-d3-r2-h1789690374334_5db4	20becf3	FAIL	h1789690374334_5db4	iter-002-carrier-align
2026-09-18T08:12:54	t1-compiler2-d4-r2-h1789690374612_6bf8	800b5e5	PASS	h1789690374612_6bf8	iter-002-carrier-align
2026-09-18T08:13:11	iter-130-batch-c130-r2-h1789690391695_669c	1acb0aa	PASS	h1789690391695_669c	iter-002-carrier-align
2026-09-18T08:13:11	iter-131-batch-c131-fix-r2-h1789690391933_0b28	7491096	PASS	h1789690391933_0b28	iter-002-carrier-align
2026-09-18T08:13:11	iter-131-batch-c131-r2-h1789690391827_3528	e5b893a	PASS	h1789690391827_3528	iter-002-carrier-align
2026-09-18T08:13:11	t1-compiler3-d1-r2-h1789690391469_433c	6264126	PASS	h1789690391469_433c	iter-002-carrier-align
2026-09-18T08:13:11	t1-compiler4-r2-h1789690391591_1e8c	b8bba78	PASS	h1789690391591_1e8c	iter-002-carrier-align
2026-09-18T08:22:05	iter-132-batch-c132-fix-r2-h1789690925815_678c	0a237f3	PASS	h1789690925815_678c	iter-002-carrier-align
2026-09-18T08:22:05	iter-132-batch-c132-r2-h1789690925594_46dc	4b74afb	PASS	h1789690925594_46dc	iter-002-carrier-align
2026-09-18T08:22:06	iter-132-batch-c132-fix-d1-r2-h1789690926072_56b8	74ede85	PASS	h1789690926072_56b8	iter-002-carrier-align
2026-09-18T08:22:06	t1-compiler6-r2-h1789690926331_69f0	b9fc1f0	PASS	h1789690926331_69f0	iter-002-carrier-align
2026-09-18T08:22:06	t1-compiler7-r2-h1789690926629_5df0	4d537c8	PASS	h1789690926629_5df0	iter-002-carrier-align
2026-09-18T08:22:07	iter-133-batch-c133-r2-h1789690927524_5ac0	12acdba	PASS	h1789690927524_5ac0	iter-002-carrier-align
2026-09-18T08:22:07	iter-134-batch-c134-r2-h1789690927739_5e14	cd05249	PASS	h1789690927739_5e14	iter-002-carrier-align
2026-09-18T08:22:07	t1-compiler7-d1-r2-h1789690927142_14b0	0bb2e05	PASS	h1789690927142_14b0	iter-002-carrier-align
2026-09-18T08:29:49	iter-135-batch-c135-r2-h1789691389652_2d90	f12aac1	PASS	h1789691389652_2d90	iter-002-carrier-align
2026-09-18T08:29:50	iter-135-batch-c135-fix-r2-h1789691390946_3238	2944e17	PASS	h1789691390946_3238	iter-002-carrier-align
2026-09-18T08:29:51	iter-136-batch-c136-r2-h1789691391185_5724	d3340ef	PASS	h1789691391185_5724	iter-002-carrier-align
2026-09-18T08:29:51	t1-compiler6-dual-r2-h1789691391449_5144	f2c3673	PASS	h1789691391449_5144	iter-002-carrier-align
2026-09-18T08:29:51	t1-compiler7-d2-r2-h1789691391650_6518	c2520c1	PASS	h1789691391650_6518	iter-002-carrier-align
2026-09-18T08:29:52	iter-132-batch-c132-fix-d1-dual-r2-h1789691392320_6218	ebcd132	PASS	h1789691392320_6218	iter-002-carrier-align
2026-09-18T08:29:52	iter-133-batch-c133-dual-r2-h1789691392042_3bac	c2520c1	PASS	h1789691392042_3bac	iter-002-carrier-align
2026-09-18T08:39:30	iter-133-batch-c133-dual-dual-r2-h1789691970919_670c	1a79aae	PASS	h1789691970919_670c	iter-002-carrier-align
2026-09-18T08:39:30	iter-137-batch-c137-fix-r2-h1789691970368_5e50	edf6f4d	PASS	h1789691970368_5e50	iter-002-carrier-align
2026-09-18T08:39:30	iter-137-batch-c137-r2-h1789691970038_6858	b040b62	PASS	h1789691970038_6858	iter-002-carrier-align
2026-09-18T08:39:30	t1-compiler8-r2-h1789691970620_6168	b7996c6	PASS	h1789691970620_6168	iter-002-carrier-align
2026-09-18T08:49:40	iter-136-batch-c136-dual-r2-h1789692580950_5f08	96787ee	PASS	h1789692580950_5f08	iter-002-carrier-align
2026-09-18T08:49:41	iter-138-batch-c138-fix-r2-h1789692581920_63cc	d34479c	PASS	h1789692581920_63cc	iter-002-carrier-align
2026-09-18T08:49:41	t1-compiler6-dual-dual-r2-h1789692581287_6730	d3a2737	PASS	h1789692581287_6730	iter-002-carrier-align
2026-09-18T08:49:41	t1-compiler7-d2-dual-r2-h1789692581466_6478	4e7e9a8	PASS	h1789692581466_6478	iter-002-carrier-align
2026-09-18T08:49:42	iter-138-batch-c138-fix-d1-r2-h1789692582433_5bd8	2eb5406	PASS	h1789692582433_5bd8	iter-002-carrier-align
2026-09-18T08:49:42	iter-139-batch-c139-r2-h1789692582884_4cd8	22971ba	PASS	h1789692582884_4cd8	iter-002-carrier-align
2026-09-18T08:49:43	iter-139-batch-c139-fix-r2-h1789692583074_2b8c	bf41e3c	PASS	h1789692583074_2b8c	iter-002-carrier-align
2026-09-18T08:49:43	iter-140-batch-c140-r2-h1789692583277_283c	801a955	PASS	h1789692583277_283c	iter-002-carrier-align
2026-09-18T08:58:39	iter-137-batch-c137-fix-dual-r2-h1789693119497_6aa0	3bb07fd	PASS	h1789693119497_6aa0	iter-002-carrier-align
2026-09-18T08:58:39	iter-141-batch-c141-r2-h1789693119727_596c	56638cc	PASS	h1789693119727_596c	iter-002-carrier-align
2026-09-18T08:58:40	iter-141-batch-c141-fix-r2-h1789693120043_26b0	f479d00	PASS	h1789693120043_26b0	iter-002-carrier-align
2026-09-18T08:58:40	t1-compiler8-dual-r2-h1789693120256_5780	d1e141a	PASS	h1789693120256_5780	iter-002-carrier-align
2026-09-18T09:07:52	iter-141-batch-c141-fix-d1-r2-h1789693672448_0db4	7a4c3c6	PASS	h1789693672448_0db4	iter-002-carrier-align
2026-09-18T09:07:53	iter-013-batch-a1-dual-r2-h1789693673171_67cc	423bbb3	PASS	h1789693673171_67cc	iter-002-carrier-align
2026-09-18T09:17:48	iter-142-batch-c142-r2-h1789694268948_5338	670caf2	PASS	h1789694268948_5338	iter-002-carrier-align
2026-09-18T09:17:49	iter-077-c77fix-d1-dual-r2-h1789694269711_2b68	5778260	PASS	h1789694269711_2b68	iter-002-carrier-align
2026-09-18T09:28:21	iter-085-batch-c85-fix-d1-dual-r2-h1789694901436_66a8	f629ef9	PASS	h1789694901436_66a8	iter-002-carrier-align
2026-09-18T09:28:21	iter-142-batch-c142-fix-r2-h1789694901026_60ec	0bf89cb	PASS	h1789694901026_60ec	iter-002-carrier-align
2026-09-18T09:40:04	iter-142-batch-c142-fix-d1-r2-h1789695604669_0a7c	a00b59d	PASS	h1789695604669_0a7c	iter-002-carrier-align
2026-09-18T09:40:05	iter-143-batch-c143-fix-r2-h1789695605665_5bc4	0b395d3	PASS	h1789695605665_5bc4	iter-002-carrier-align
2026-09-18T09:40:05	iter-143-batch-c143-r2-h1789695605174_6170	97d21aa	PASS	h1789695605174_6170	iter-002-carrier-align
2026-09-18T09:40:06	iter-t1-tail-dual-r2-h1789695606321_2430	a111ce6	PASS	h1789695606321_2430	iter-002-carrier-align
2026-09-18T09:40:07	iter-117-batch-c117-fix-dual-r2-h1789695607457_2bb0	0317a5d	PASS	h1789695607457_2bb0	iter-002-carrier-align
2026-09-18T09:40:08	iter-113-batch-c113-fix-d1-d2-dual-r2-h1789695608603_3444	abd6bd3	PASS	h1789695608603_3444	iter-002-carrier-align
2026-09-18T09:40:09	iter-103-batch-c103-dual-r2-h1789695609586_687c	3657ffd	PASS	h1789695609586_687c	iter-002-carrier-align
2026-09-18T09:40:10	iter-087-batch-c87-dual-r2-h1789695610708_657c	ee758ec	PASS	h1789695610708_657c	iter-002-carrier-align
2026-09-18T09:40:10	iter-127-batch-c127-fix-d1-dual-r2-h1789695610206_6438	370d030	PASS	h1789695610206_6438	iter-002-carrier-align
2026-09-18T09:49:51	iter-136-batch-c136-dual-r2-h1789696191539_6af8	ddb169b	PASS	h1789696191539_6af8	iter-002-carrier-align
2026-09-18T09:49:51	iter-137-batch-c137-fix-dual-r2-h1789696191777_10bc	b9ec61e	PASS	h1789696191777_10bc	iter-002-carrier-align
2026-09-18T09:49:51	iter-138-batch-c138-fix-d1-dual-r2-h1789696191884_6794	981a1aa	PASS	h1789696191884_6794	iter-002-carrier-align
2026-09-18T09:49:51	iter-145-batch-c145-fix-r2-h1789696191081_6844	4368a93	PASS	h1789696191081_6844	iter-002-carrier-align
2026-09-18T09:49:51	iter-146-batch-c146-r2-h1789696191241_46cc	03361e3	PASS	h1789696191241_46cc	iter-002-carrier-align
2026-09-18T09:49:52	iter-139-batch-c139-fix-dual-r2-h1789696192092_1158	f77d9c5	PASS	h1789696192092_1158	iter-002-carrier-align
2026-09-18T09:49:52	iter-backlog2-dual-d2-dual-r2-h1789696192666_66c8	b180c4d	PASS	h1789696192666_66c8	iter-002-carrier-align
2026-09-18T09:49:53	t1-compiler6-dual-dual-r2-h1789696193663_5d0c	f3e0608	PASS	h1789696193663_5d0c	iter-002-carrier-align
2026-09-18T09:49:53	t1-compiler6-dual-r2-h1789696193198_63d8	af399e4	PASS	h1789696193198_63d8	iter-002-carrier-align
2026-09-18T09:49:54	t1-compiler7-d2-r2-h1789696194708_5e90	e865c44	PASS	h1789696194708_5e90	iter-002-carrier-align
2026-09-18T10:01:08	iter-146-batch-c146-fix-d1-d2-r2-h1789696868872_5ee0	89d93b2	PASS	h1789696868872_5ee0	iter-002-carrier-align
2026-09-18T10:01:09	iter-147-batch-c147-r2-h1789696869008_3dcc	d49d75f	PASS	h1789696869008_3dcc	iter-002-carrier-align
2026-09-18T10:01:09	iter-148-batch-c148-r2-h1789696869272_6be4	03464b8	PASS	h1789696869272_6be4	iter-002-carrier-align
2026-09-18T10:01:09	iter-149-batch-c149-fix-r2-h1789696869935_0d78	eb11a0c	PASS	h1789696869935_0d78	iter-002-carrier-align
2026-09-18T10:01:09	iter-149-batch-c149-r2-h1789696869681_1aa0	0ed13c5	PASS	h1789696869681_1aa0	iter-002-carrier-align
2026-09-18T10:01:10	t1-compiler6-dual-dual-dual-r2-h1789696870319_3848	f3e0608	PASS	h1789696870319_3848	iter-002-carrier-align
2026-09-18T10:01:10	t1-compiler7-d2-dual-dual-r2-h1789696870718_6390	afbe2ba	PASS	h1789696870718_6390	iter-002-carrier-align
2026-09-18T10:09:28	iter-149-batch-c149-fix-d1-r2-h1789697368123_2f38	888a900	PASS	h1789697368123_2f38	iter-002-carrier-align
2026-09-18T10:09:28	iter-150-batch-c150-r2-h1789697368469_6300	99aa13a	PASS	h1789697368469_6300	iter-002-carrier-align
2026-09-18T10:09:29	iter-150-batch-c150-fix-r2-h1789697369008_6ad0	1ba3675	PASS	h1789697369008_6ad0	iter-002-carrier-align
2026-09-18T10:09:29	iter-151-batch-c151-r2-h1789697369558_63f8	984cc3d	PASS	h1789697369558_63f8	iter-002-carrier-align
2026-09-18T10:09:30	iter-151-batch-c151-fix-r2-h1789697370303_59e8	4c8d335	PASS	h1789697370303_59e8	iter-002-carrier-align
2026-09-18T10:09:31	iter-087-batch-c87-dual-r2-h1789697371086_5f5c	9086650	PASS	h1789697371086_5f5c	iter-002-carrier-align
2026-09-18T10:19:04	iter-151-batch-c151-fix-d1-r2-h1789697944828_6538	9236eb6	PASS	h1789697944828_6538	iter-002-carrier-align
2026-09-18T10:19:05	iter-152-batch-c152-fix-d1-d2-r2-h1789697945909_1428	79664e4	PASS	h1789697945909_1428	iter-002-carrier-align
2026-09-18T10:19:05	iter-152-batch-c152-fix-d1-r2-h1789697945636_5e74	fdc11fe	PASS	h1789697945636_5e74	iter-002-carrier-align
2026-09-18T10:19:05	iter-152-batch-c152-fix-r2-h1789697945429_26b0	b2599c9	PASS	h1789697945429_26b0	iter-002-carrier-align
2026-09-18T10:19:05	iter-152-batch-c152-r2-h1789697945083_5308	1c494be	PASS	h1789697945083_5308	iter-002-carrier-align
2026-09-18T10:19:06	iter-103-batch-c103-dual-r2-h1789697946151_618c	3657ffd	PASS	h1789697946151_618c	iter-002-carrier-align
2026-09-18T10:19:06	iter-113-batch-c113-fix-d1-d2-dual-r2-h1789697946462_6bc8	abd6bd3	PASS	h1789697946462_6bc8	iter-002-carrier-align
2026-09-18T10:29:08	iter-153-batch-c153-r2-h1789698548948_5e08	f41eab3	PASS	h1789698548948_5e08	iter-002-carrier-align
2026-09-18T10:29:09	iter-117-batch-c117-fix-dual-r2-h1789698549309_5c38	d7f7b8c	PASS	h1789698549309_5c38	iter-002-carrier-align
2026-09-18T10:29:09	iter-127-batch-c127-fix-d1-dual-r2-h1789698549643_0fd8	c7a7210	PASS	h1789698549643_0fd8	iter-002-carrier-align
2026-09-18T10:29:09	iter-153-batch-c153-fix-r2-h1789698549105_60d4	2bec168	PASS	h1789698549105_60d4	iter-002-carrier-align
2026-09-18T10:38:14	iter-135-batch-c135-fix-dual-r2-h1789699094626_6a94	d17e654	PASS	h1789699094626_6a94	iter-002-carrier-align
2026-09-18T10:38:14	iter-153-batch-c153-fix-d1-r2-h1789699094427_589c	1beeb1b	PASS	h1789699094427_589c	iter-002-carrier-align
2026-09-18T10:47:33	verify-a2a5c5a-r2-h1789699653243_5378	a2a5c5a	PASS	h1789699653243_5378	iter-002-carrier-align
2026-09-18T10:58:18	verify-0e29594-r2-h1789700298636_12ec	0e29594	PASS	h1789700298636_12ec	iter-002-carrier-align
2026-09-18T11:10:58	iter-t2-disasm-truthy-r5-r2-h1789701058795_6a1c	d09eb9c	PASS	h1789701058795_6a1c	iter-002-carrier-align
2026-09-18T11:10:58	iter-t3-reach-r5-r2-h1789701058942_6428	3db654c	PASS	h1789701058942_6428	iter-002-carrier-align
